113.064	382.136	50	40.5	157
337.948	92.7922	64	44.8	176
114.496	385.24	80	65.6	160
337.1	94.2	39	25.35	1.99998
339.781	96.2416	70	51.1	7
448.307	357.035	49	42.63	6.00001
333	96.8632	69	50.37	173
338.857	105.93	124	83.08	178
118.087	387.931	89	77.43	170
98.7684	63.0189	63	37.8	171
205.591	456.274	16	13.76	7
102.19	70.2976	112	69.44	169
100.217	59.0763	38	22.04	170
395.5	158.158	12	9.12	5.00001
104.947	62.0087	60	33	162
113.304	388.626	101	78.78	164
233.348	347.913	14	12.46	157
339.706	94.5252	64	45.44	15
343.5	171.071	13	8.97	174
401.731	265.577	14	11.76	179
236.667	403.167	16	14.08	178
326.842	393.4	15	13.95	155
336.527	104.872	70	39.9	8.99999
340.749	102.702	68	50.32	24
101.031	67.4574	58	30.16	164
97.5	63.5	72	37.44	169
109.672	389.766	87	79.17	176
200.171	306.975	13	11.44	157
20.6929	471.643	16	13.12	150
427.085	473.18	16	13.92	166
336.658	102.859	56	36.96	17
95.7258	64.4032	63	42.21	172
346.06	101.762	64	38.4	165
335.814	103.798	77	52.36	5.00001
291.955	162.227	13	8.71	169
237.527	403.073	16	13.6	21
148.896	288.542	14	9.94	163
101.26	62.7172	71	37.63	163
339.427	98.6566	79	45.03	3.00002
323.895	339.184	15	11.85	157
110.374	391.223	96	71.04	142
109.223	392.016	92	63.48	146
107.837	388.964	74	69.56	19
335.416	98.3009	78	40.56	164
117.52	380.723	86	64.5	3.99996
110.691	61.0266	54	28.08	163
114.34	56.2214	88	40.48	159
295.086	139.035	68	43.52	23
