636.252	223.945	30	27.3	69
636.233	118.061	27	24.84	164
850.849	209.384	43	36.12	56
490.759	134.95	18	17.28	17
855.632	213.5	49	45.08	15
211.6	410.3	17	13.43	113
722.167	170.199	15	13.65	157
741.143	432.603	21	17.43	115
477.927	283.5	14	13.02	162
237.5	284.49	18	12.42	127
476.195	327.926	25	19.5	104
852.5	214.528	45	34.2	87
849.84	208.404	54	45.36	34
511.81	227.237	27	24.57	23
135.577	182.912	47	34.31	142
496.793	68.5455	15	11.85	160
476.69	282.724	14	13.86	50
848.508	205.661	48	34.56	45
478.525	283.776	16	13.12	72
134.632	184.209	42	33.6	137
476.284	326.571	23	20.01	130
134.407	184.085	45	30.15	132
854.121	211.894	53	37.1	44
335.22	112.5	16	13.12	127
846.329	209.431	47	33.37	53
458.317	224.786	31	23.25	134
850.311	210.043	48	36	26
851.631	209.512	51	44.37	16
851.625	213.708	47	39.95	57
132.643	185.25	48	36.48	123
129.164	189.343	54	42.12	147
