316.382	582.421	34	29.58	175
305.82	87.1176	31	26.04	160
306.393	86.8333	30	25.5	18
318.479	584.453	38	35.72	167
306.123	86.5	29	23.2	162
316.675	576.317	49	42.63	5.00001
312.071	581.272	38	34.96	161
316.545	581.032	33	28.71	23
317.274	571.21	43	39.56	20
306.375	83.5938	33	28.71	162
317.697	313.051	100	50	178
319.464	572.441	43	33.97	113
308.03	82.097	36	30.24	18
315.578	573.227	42	35.7	62
315.647	577	55	41.8	3.00002
319.033	313.25	115	50.6	1.00004
311.778	80.4445	40	31.2	22
331.735	395.409	230	158.7	121
