487.735	168.682	71	53.25	5.00001
175.524	96.0177	38	23.56	163
177.045	97.3806	58	36.54	161
482.435	169.043	68	51.68	8
482.361	170.716	59	44.25	178
487.293	168.432	58	40.6	6.00001
484.487	165.987	63	45.36	177
591.544	125.036	22	13.64	8.99999
487.962	168.138	47	34.31	7
202.563	168.872	24	17.76	164
489.216	164.877	69	46.92	20
154.155	36.2234	19	10.07	162
425.008	88.4181	22	12.54	1.99998
481.383	165.019	66	43.56	20
559.529	263.861	27	21.6	16
481.722	167.204	76	47.88	16
489.387	167.8	67	42.21	21
202.587	168.8	24	16.08	165
591.92	123.426	24	15.84	21
484.324	162.75	55	37.4	20
493.024	166.766	53	41.34	179
491.218	171.008	58	44.08	18
425.557	88.8846	22	14.96	16
66.8462	134.341	20	13.2	151
562.591	264.808	27	24.57	18
366.522	213.283	27	19.71	8.99999
