389.782	273.068	19	17.67	24
607.865	180.892	25	16.75	172
513.894	402.148	21	18.48	157
151.929	190.643	23	12.19	8
415.865	172.611	27	17.01	10
320.184	187.868	21	13.86	1.00004
205.825	403.94	20	17	78
150.891	190.845	19	11.97	1.00004
515.807	402.744	20	16.8	131
452.3	341.422	38	30.78	32
204.655	404.035	18	15.48	34
415.588	173.5	31	16.74	178
135.516	344.309	40	36.4	73
453.2	339.337	56	50.4	74
208.125	403.719	26	18.72	167
446.009	338.439	46	32.2	28
457.734	343.473	54	38.88	112
445.409	338.364	47	42.3	75
