308.102	65.0829	56	45.36	165
273.81	288.216	68	63.92	159
487.173	441.101	136	130.56	70
275.727	291.939	127	119.38	155
487.204	437.909	67	65.66	107
94.0706	153.044	64	56.96	157
503.298	177.299	67	62.31	17
274.784	287.701	80	76	175
503.929	180.481	124	114.08	3.99996
483.627	437.495	76	69.16	79
237.833	546.56	76	69.16	112
480.201	439.141	65	59.15	75
500.798	184.202	63	52.92	17
509.431	183.743	70	55.3	178
302.35	54.75	65	56.55	166
728.098	328.495	70	61.6	69
729.749	75.2141	66	56.76	24
282.748	288.7	69	63.48	107
278.596	289.052	80	66.4	140
273.478	284.768	78	67.86	145
504.611	174.556	76	64.6	23
275.299	293.869	70	57.4	156
282.168	296	66	57.42	123
276.251	289.413	78	65.52	19
731.149	329.689	72	63.36	44
346.529	357.659	10	9.5	159
503.16	177.284	75	66	164
281.314	294.316	68	55.76	154
727.927	87.2601	61	44.53	24
275.26	286.348	87	84.39	111
729.992	73.206	86	57.62	36
508.216	188.625	65	49.4	174
43.7759	402.638	65	60.45	89
275.202	282.693	77	66.22	111
503.665	183.38	73	56.21	20
276.008	287.155	77	68.53	86
723.683	87.1857	56	40.88	36
102.085	160.788	60	46.2	153
281.156	288.125	73	54.02	119
305.177	54.7661	65	50.05	179
245.915	542.901	73	62.78	103
503.672	184.103	74	59.2	161
723.306	85.5	67	42.21	27
505.018	177.307	69	53.82	160
500.795	183.476	58	49.88	153
506.644	194.739	63	37.17	36
500.841	183.719	73	64.97	17
249.421	536.263	65	54.6	73
484.502	439.416	75	62.25	13
281.637	296	74	58.46	123
284.9	289.725	73	56.21	138
501.906	184.008	69	42.78	37
501.965	183.584	74	51.06	21
275.71	300.658	77	64.68	175
497.285	184.577	77	58.52	155
271.894	285.748	90	75.6	120
503	172.465	82	76.26	67
727.607	85.5082	72	39.6	37
507.655	177.709	76	65.36	58
276.283	291.055	89	65.86	35
274.87	286.389	89	73.87	20
508.282	186.442	75	51.75	23
280.103	286.526	92	69	125
726.86	82.23	70	51.1	156
498.966	184.588	78	49.14	152
729.533	74.5705	67	57.62	63
288.431	290.059	77	69.3	93
276.673	282.892	89	62.3	139
118.688	193.52	93	82.77	76
100.839	152.593	79	50.56	131
284.224	297.248	70	62.3	177
494.887	190.793	69	37.26	150
723	90.25	57	41.61	54
501.714	176.929	75	66	117
305.246	55.9187	69	61.41	59
520.033	175.27	112	92.96	50
267.411	305.082	111	71.04	129
728.585	330.891	67	57.62	24
283.75	296	84	61.32	128
92.9323	156.653	123	111.93	174
489.157	194.091	102	59.16	143
