432.329	407.15	42	39.9	110
776.924	406.902	40	38.4	160
433.53	401.105	47	43.71	110
602.814	572.785	347	319.24	6.00001
608.22	592.195	47	39.01	12
628.136	534.483	291	250.26	8
613.48	519.065	329	259.91	3.00002
432.581	406.484	42	35.7	17
432.085	403.465	46	33.12	64
778.627	403.83	38	33.06	161
968.63	280.16	34	29.24	105
776.571	400.125	33	29.37	161
594.528	599.088	73	43.07	157
966.43	267.333	41	23.37	136
967	280.5	39	30.42	127
778.031	407.071	47	35.72	156
958.081	274.858	35	24.15	127
777.878	399.921	39	29.64	163
969.083	275.458	41	31.98	113
617.43	565.312	328	275.52	63
437.209	374.593	66	53.46	99
