172.935	502.668	34	27.88	180
357.055	228.618	165	117.15	180
407.4	553.3	34	29.58	6.00001
359.741	231.969	181	137.56	180
357.877	340	348	267.96	1.00004
636.844	277.219	31	20.15	10
409.102	552.731	33	28.05	24
67.77	344.039	31	20.77	161
605.75	446.039	34	24.14	17
172.455	502.281	32	26.24	162
135.393	186.904	30	17.4	172
137.158	188.245	29	16.82	166
407.966	553.269	38	29.26	17
175.759	500.69	31	25.42	6.00001
68.7986	349.803	45	29.25	171
353.515	260.201	197	155.63	3.00002
68.3793	343.002	38	25.08	20
137.012	185.278	30	18.6	175
414.458	550.359	44	33.88	163
362.5	232.628	161	135.24	6.00001
409.92	553.897	38	34.58	12
534.254	466.306	217	91.14	146
606.03	453.903	35	28.35	157
365.823	320.902	158	104.28	169
365.287	341.583	329	243.46	10
