519.859	489.994	164	159.08	18
505.875	483.025	439	430.22	165
516.782	489.461	80	72.8	159
507.442	474.755	267	261.66	22
468.658	596.433	16	15.04	69
399.608	474.417	16	15.04	159
518.725	487.68	83	81.34	20
606.789	567.928	17	15.3	157
523.476	486.238	83	73.04	159
495.833	372.468	15	13.65	159
495.455	371.119	16	12.8	162
466.917	596.357	18	17.46	72
623.862	429.702	18	15.12	34
494.806	370.708	17	14.79	20
494.593	372.688	17	14.28	159
622.438	428.534	19	14.82	27
607.421	566.935	20	15.2	120
399.322	473.917	19	16.53	21
623.133	429.077	19	15.96	113
509.442	483.295	266	234.08	144
541.762	470.054	153	110.16	50
520.826	460.61	244	212.28	154
