294.949	152.5	21	19.74	27
356.741	242.152	22	19.36	72
364.188	174.786	109	100.28	45
437.792	189.995	20	18.2	66
133.723	201	54	50.76	98
127.62	203.345	57	51.3	111
437.836	188.114	21	18.27	54
129.82	206.92	120	114	98
128.66	202.801	28	22.68	101
366.16	172.191	47	36.66	54
130.866	201.278	26	23.14	159
214.878	107.739	25	21.5	165
134.989	200.982	33	29.04	107
368.518	170.761	31	27.59	108
124.829	201.316	49	40.18	75
130.897	194.072	32	25.28	111
136.732	202.341	39	34.32	55
367.266	171.385	45	40.95	179
129.96	202.647	56	43.68	18
133.209	202.57	42	36.12	167
129.73	208.361	60	49.2	31
