242.572	251.219	246	186.96	100
281.512	258.815	145	101.5	109
144.643	401.689	20	16.4	108
153.165	114	26	18.72	92
216.843	255.331	240	211.2	102
154.658	113.797	33	23.1	100
281.398	253.394	157	116.18	101
150.57	118.099	26	19.76	85
145.849	403.286	23	18.4	115
144.7	402.023	23	16.79	112
158.216	110.702	29	22.91	87
109.343	207.373	25	20.75	74
151.899	114.556	25	18.5	112
284.637	261.792	130	102.7	102
354.813	376.542	29	20.88	88
293.622	269.667	115	83.95	93
235.787	244.154	174	95.7	98
