487.118	168.411	72	52.56	7
175.809	96.1471	38	23.56	163
485.282	167.978	58	42.92	179
480.417	164.875	65	44.85	1.99998
561.278	263.789	28	24.08	24
202.45	169.053	24	17.76	164
175.991	97.3132	57	37.05	158
489.802	169.914	61	45.14	18
366.047	212.547	26	19.24	14
178.517	100.021	38	29.26	161
483.952	168.378	65	46.8	6.00001
425.057	88.4364	22	13.2	8
154.155	36.2234	19	10.07	162
177.711	96.1202	57	33.06	160
279.018	59.9342	20	11.6	170
488.857	169.087	71	46.86	18
482.969	171.599	56	37.52	21
280.149	60.4091	20	11.6	164
481.014	168.469	79	48.98	15
489.516	175.797	52	42.12	12
179.319	94.6579	59	36.58	158
176.592	92.4274	57	47.88	158
