767.444	343.813	30	25.2	76
319.82	408.94	25	18.5	79
565.776	555.009	225	180	68
42.5746	161.973	19	15.01	78
320.021	409.845	22	18.48	78
181.282	255.646	24	17.52	82
960.019	226.623	18	16.74	115
839.452	467.941	30	26.1	18
182.182	638.273	21	14.7	59
64.1169	416.341	302	208.38	75
865.726	607.735	30	26.4	67
933.029	423.875	21	21	173
622.882	531.412	171	138.51	62
53.0754	421.48	175	113.75	80
228.95	354.925	25	15	72
606.469	541.203	211	132.93	66
121.091	672.636	20	15.4	67
573.208	551.729	277	221.6	63
596.865	551.996	379	306.99	67
635.151	527.408	179	153.94	63
584.564	488.719	228	182.4	53
866.071	605.841	31	27.59	22
577.021	524.994	205	153.75	44
229.501	353.853	26	18.2	90
91	498.321	220	178.2	86.0001
114.956	416.209	108	79.92	60
567.155	504.438	228	196.08	74
547.196	554.391	239	203.15	68
551.918	558.573	261	177.48	105
99.0544	425.1	124	62	71
625.16	528.535	186	163.68	16
579.86	552.601	240	204	23
