488.636	440.898	133	129.01	159
273.29	287.104	68	63.24	159
276.461	290.174	125	117.5	158
307.689	64.8396	56	45.92	159
484.529	435.901	72	67.68	74
502.71	181.569	126	115.92	173
306.964	54.4928	63	55.44	163
730.94	75.7078	65	57.85	14
502.933	182.528	63	57.96	175
238.457	547.974	76	69.16	105
275.584	287.052	82	77.9	172
718.5	333.7	65	48.75	61
506.282	177.45	68	63.24	161
99.1894	156.75	62	50.22	149
276.874	287.966	76	64.6	144
482.676	439.41	65	52	110
490.478	439.688	70	65.1	72
249.932	541.205	65	57.85	87
46.0641	403.313	68	57.8	117
303.396	55.1136	63	56.07	12
275.927	287.476	77	69.3	110
37.9366	401.472	71	63.9	141
289.954	284.778	118	105.02	66
276.782	297.956	72	66.96	168
280.664	287.284	80	70.4	22
725.133	333.89	70	57.4	62
501	177.063	76	66.12	162
477.217	439.459	64	58.88	110
288.5	303	68	62.56	94
468.279	447.236	129	112.23	70
269.938	287.522	83	69.72	152
505.442	195	54	36.72	27
94.5217	150.699	70	58.8	159
508.151	191.011	73	54.02	161
502.855	185.259	83	66.4	167
503.042	435.182	132	106.92	68
515.337	202.378	120	93.6	150
723.413	88.3211	64	41.6	27
268.273	268.104	85	71.4	69
733.386	92.2561	80	67.2	72
728.521	333.181	130	113.1	27
501.469	187.781	70	46.9	28
477.173	438.5	74	62.16	75
501.887	193.919	73	42.34	167
271.28	274.784	98	82.32	76
90.3017	156.12	123	108.24	164
323.7	115.6	72	53.28	6.00001
500.677	177.53	82	72.16	108
276.747	287.825	84	70.56	172
330.793	51.5355	90	72.9	162
508.426	185.971	130	105.3	21
501.613	154.774	102	85.68	20
302.322	322.046	89	81.88	87
481.543	184.995	110	92.4	63
94.1159	154.666	68	58.48	137
41.3293	423.905	91	70.98	96
300.032	311.981	81	63.18	62
