66.8425	344.429	31	22.63	175
172.4	502.662	34	27.54	6.00001
356.697	229.103	164	118.08	180
352.682	269.364	183	155.55	177
358.294	341.197	346	266.42	180
359.911	233.956	178	135.28	178
407.538	554.05	36	29.88	17
359.763	353.289	347	294.95	177
342.427	233.255	163	120.62	162
408.277	552.892	35	29.4	175
374.665	233.891	143	115.83	173
137.773	186.727	31	18.91	178
369.016	265.712	162	150.66	165
358.739	248.228	198	170.28	171
364.442	287.173	129	77.4	177
366.198	336.714	310	266.6	180
499.002	502.124	150	58.5	156
338.927	222.196	143	104.39	179
291.9	542.862	179	89.5	12
357.965	229.367	156	134.16	169
371.31	266.401	189	149.31	164
386.181	345.194	323	242.25	157
354.32	270.565	187	177.65	75
358.611	310.129	175	106.75	170
