306.977	239.576	288	221.76	180
307.55	212.703	165	123.75	179
264.5	417	29	24.94	174
306.45	209.28	136	102	1.99998
376.415	411.385	28	24.92	1.00004
88.7857	324.614	27	21.87	162
104.837	112.741	24	16.56	168
161.385	385.231	28	23.8	159
554.207	229.167	26	19.24	13
170.645	67.3904	22	15.84	176
55.3928	251.623	26	19.76	175
291.927	220.493	151	125.33	11
306.948	226.418	159	120.84	176
64.39	175.755	27	17.82	165
470.798	370.763	28	22.68	1.00004
336.892	38.7	22	13.2	8
307.39	266.247	297	252.45	175
327.259	224.895	200	142	7
302.958	226.14	167	141.95	178
487.351	99.7333	23	15.18	8
251.21	42.7419	22	14.08	177
55.7262	250.075	29	20.3	177
251.675	41.7603	21	15.75	1.00004
296.273	212.764	147	101.43	175
374.352	412.797	28	22.96	21
298.885	210.433	222	182.04	3.99996
325.377	206.87	159	111.3	3.99996
313.167	234.823	213	157.62	174
418.82	59.58	21	14.28	5.00001
308.137	293.153	289	222.53	171
306.817	214.528	184	126.96	180
304.018	224.827	169	138.58	21
279.692	271.141	279	234.36	8
308.761	221.783	191	143.25	178
309.064	223.747	192	140.16	17
