368.127	383.416	133	130.34	77
138.534	353.379	30	27.6	156
371.975	395.078	299	293.02	79
186.12	528.965	24	21.6	72
339.848	617.636	24	22.32	159
374.091	387.754	159	154.23	108
369.087	388.638	203	196.91	14
371.952	383.362	178	170.88	95
402.522	157.098	27	24.84	155
340.139	622.132	27	24.3	157
348.7	381.448	157	131.88	21
381.134	382.383	146	131.4	164
375.376	406.729	175	164.5	176
361.893	375.925	175	152.25	61
378.13	379.601	200	166	66
396.439	378.84	161	136.85	164
361.86	363.534	153	140.76	68
341.862	394.698	155	131.75	160
370.317	392.147	152	129.2	54
366.833	385.605	161	135.24	21
383.008	380.891	206	162.74	46
356.929	374.149	199	187.06	114
387.222	392.944	185	159.1	24
359.411	393.346	157	127.17	159
389.578	387.277	178	156.64	175
181.55	528.553	29	24.94	130
336.283	404.78	271	241.19	57
359.935	398.74	184	158.24	174
383.234	373.649	179	153.94	39
344.786	602.643	39	27.3	111
351.592	379.661	180	160.2	16
335.899	383.364	301	225.75	133
339.174	382.852	280	232.4	115
383.753	385.783	178	153.08	93
370.727	392.5	286	265.98	171
337.385	382.997	236	207.68	8
380.577	392.673	148	112.48	50
376.699	405.066	195	165.75	164
474.244	443.064	212	167.48	112
370.65	386.426	198	174.24	96
