520.311	488.878	77	73.15	23
519.97	490.711	164	159.08	110
505.803	479.332	438	433.62	162
507.872	475.607	265	262.35	164
607.254	568.139	16	14.72	8
505.257	480.673	176	156.64	24
468.805	596.433	16	14.72	25
500.656	483.073	155	134.85	111
623.611	429.265	17	14.96	141
507.717	483.149	69	62.1	111
528.613	485.667	92	83.72	163
517.673	488.632	83	82.17	111
531.159	481.585	265	238.5	86.0001
522.788	511.309	184	165.6	79
508.065	463.171	186	171.12	64
623.655	430.255	17	14.96	45
516.282	496.938	153	143.82	146
535.353	489.501	296	260.48	20
482.951	505.073	159	122.43	51
501.184	461.476	262	220.08	156
517.928	493.599	203	156.31	48
503.518	490.431	163	140.18	55
449.344	490.25	225	164.25	3.99996
