111.241	142.262	93	84.63	106
244.528	307.296	72	51.84	1.00004
119.425	146.722	44	38.28	126
244	302.551	59	43.66	174
118.21	146.349	53	45.58	111
110.174	139.477	35	28.7	115
260.354	133.292	105	71.4	117
245.582	317.246	115	89.7	177
116.127	152.253	46	35.88	149
244.534	305.823	66	44.88	170
226.904	316.767	100	82	179
247.883	300.56	56	41.44	179
266.539	139.194	93	65.1	122
118.75	145.84	54	35.64	125
111.736	138.316	39	28.08	127
248.824	306	63	54.81	169
244.672	325.289	104	79.04	172
120.998	164.429	69	56.58	85
123.981	156.357	65	40.95	73
117.037	136.081	43	30.96	129
241.366	300.306	63	54.81	159
240.358	307.935	74	60.68	175
